cell_id,category,elicitation,mechanism,match_rate,total_value_per_customer,attention_per_customer,net_welfare_per_customer,d_hat_i_obs,d_hat_j_obs,reciprocity_obs
easy_0199,easy,standard,central,0.7,0.5767761903488373,10.0,0.47677619034883734,0.665,0.665,0.365
hard_0000,hard,standard,central,0.5,0.35428351704201827,10.0,0.25428351704201824,0.51,0.42,0.2
hard_0001,hard,ai,central,0.475,0.29445776477991015,10.0,0.19445776477991014,0.44,0.51,0.17
hard_0002,hard,standard,central,0.5,0.3447322751655953,10.0,0.2447322751655953,0.505,0.41,0.15
hard_0003,hard,ai,search,0.65,0.45618513297993885,14.325,0.31293513297993886,0.5,0.6,0.235
hard_0004,hard,ai,central,0.5,0.3271997294337249,10.0,0.22719972943372488,0.42,0.56,0.18
hard_0005,hard,ai,search,0.675,0.478776690386451,14.55,0.33327669038645097,0.51,0.525,0.195
hard_0006,hard,standard,search,0.625,0.40438915601848724,15.175,0.2526391560184872,0.52,0.45,0.21
hard_0007,hard,standard,central,0.575,0.3835826291774299,10.0,0.28358262917742993,0.43,0.48,0.17
hard_0008,hard,standard,search,0.65,0.41600522892300046,14.925,0.2667552289230004,0.525,0.425,0.165
hard_0009,hard,ai,search,0.6,0.4019210065942569,15.75,0.2444210065942569,0.45,0.54,0.195
hard_0010,hard,ai,central,0.475,0.31156652027425447,10.0,0.21156652027425446,0.525,0.42,0.165
hard_0011,hard,standard,search,0.625,0.44029357801601765,14.225,0.29804357801601766,0.535,0.415,0.195
hard_0012,hard,ai,search,0.625,0.42291556388055007,16.175,0.26116556388055007,0.42,0.49,0.165
hard_0013,hard,standard,central,0.575,0.3687740906404741,10.0,0.2687740906404741,0.51,0.48,0.2
hard_0014,hard,standard,central,0.475,0.32547680190629047,10.0,0.22547680190629046,0.535,0.4,0.17
hard_0015,hard,ai,central,0.6,0.4033852788656416,10.0,0.3033852788656416,0.525,0.62,0.27
hard_0016,hard,ai,central,0.6,0.4148756895730603,10.0,0.31487568957306034,0.565,0.555,0.25
hard_0017,hard,ai,central,0.5,0.3453574668453266,10.0,0.24535746684532658,0.465,0.595,0.2
hard_0018,hard,standard,central,0.475,0.3159194376250698,10.0,0.2159194376250698,0.46,0.46,0.18
hard_0019,hard,ai,search,0.6,0.39333142871713267,15.7,0.23633142871713267,0.48,0.435,0.18
hard_0020,hard,standard,central,0.55,0.389667992305758,10.0,0.289667992305758,0.43,0.515,0.19
hard_0021,hard,standard,central,0.525,0.37216360902129014,10.0,0.2721636090212901,0.515,0.41,0.19
hard_0022,hard,ai,central,0.475,0.3204623865457431,10.0,0.2204623865457431,0.49,0.525,0.19
hard_0023,hard,standard,search,0.625,0.40205840841421825,15.8,0.24405840841421825,0.435,0.46,0.15
hard_0024,hard,standard,search,0.625,0.45345807610526173,14.325,0.31020807610526174,0.505,0.52,0.215
hard_0025,hard,standard,search,0.6,0.4084644913165104,14.9,0.2594644913165104,0.515,0.465,0.23
hard_0026,hard,standard,search,0.55,0.37138077005159204,17.175,0.19963077005159202,0.48,0.415,0.145
hard_0027,hard,standard,central,0.425,0.2835052820987077,10.0,0.18350528209870767,0.415,0.42,0.135
hard_0028,hard,ai,search,0.725,0.4909141921073556,13.775,0.3531641921073556,0.515,0.49,0.2
hard_0029,hard,ai,central,0.5,0.33297547923130616,10.0,0.23297547923130615,0.465,0.525,0.19
hard_0030,hard,standard,central,0.45,0.3082763241008534,10.0,0.20827632410085342,0.445,0.385,0.165
hard_0031,hard,ai,central,0.5,0.3443123196529221,10.0,0.24431231965292208,0.575,0.485,0.2
hard_0032,hard,standard,search,0.575,0.36822156117974236,16.925,0.19897156117974235,0.495,0.44,0.205
hard_0033,hard,ai,search,0.675,0.44218990438099104,14.475,0.29743990438099105,0.535,0.435,0.19
hard_0034,hard,standard,central,0.5,0.35124606236989,10.0,0.25124606236989,0.51,0.49,0.195
hard_0035,hard,standard,central,0.5,0.3457809523115834,10.0,0.2457809523115834,0.575,0.44,0.2
hard_0036,hard,ai,central,0.525,0.3625664011302287,10.0,0.26256640113022867,0.615,0.405,0.21
hard_0037,hard,ai,search,0.625,0.42472835742238485,16.0,0.2647283574223849,0.48,0.495,0.195
hard_0038,hard,ai,search,0.675,0.47420763488989975,14.55,0.32870763488989974,0.595,0.485,0.24
hard_0039,hard,ai,central,0.525,0.3793914657871338,10.0,0.2793914657871338,0.6,0.42,0.195
hard_0040,hard,standard,search,0.65,0.4463043162486815,16.2,0.28430431624868147,0.555,0.42,0.195
hard_0041,hard,standard,central,0.55,0.3977775209179003,10.0,0.29777752091790033,0.535,0.42,0.185
hard_0042,hard,ai,search,0.6,0.39985969181234127,17.45,0.22535969181234128,0.45,0.54,0.2
hard_0043,hard,ai,central,0.55,0.37682623576316765,10.0,0.27682623576316767,0.57,0.5,0.225
hard_0044,hard,ai,central,0.5,0.3425842758223522,10.0,0.24258427582235217,0.53,0.48,0.185
hard_0045,hard,ai,search,0.6,0.42442448037507896,15.05,0.27392448037507894,0.565,0.48,0.205
hard_0046,hard,standard,central,0.475,0.32534811053428314,10.0,0.22534811053428314,0.545,0.355,0.165
hard_0047,hard,standard,central,0.5,0.33738148208824936,10.0,0.23738148208824936,0.52,0.405,0.17
hard_0048,hard,ai,central,0.425,0.2953158551307052,10.0,0.19531585513070518,0.545,0.44,0.19
hard_0049,hard,ai,search,0.7,0.4699265462142003,12.575,0.34417654621420035,0.49,0.54,0.21
hard_0050,hard,standard,search,0.725,0.5126130887303025,13.675,0.3758630887303025,0.495,0.45,0.21
hard_0051,hard,standard,central,0.475,0.32595331343189254,10.0,0.22595331343189254,0.445,0.48,0.175
hard_0052,hard,standard,search,0.575,0.3947814121499138,16.8,0.2267814121499138,0.555,0.43,0.245
hard_0053,hard,ai,central,0.5,0.329472305879197,10.0,0.229472305879197,0.505,0.475,0.21
hard_0054,hard,ai,central,0.45,0.29385987362096944,10.0,0.19385987362096943,0.425,0.55,0.175
hard_0055,hard,ai,search,0.6,0.41020244518867743,15.425,0.25595244518867744,0.535,0.435,0.18
hard_0056,hard,standard,central,0.5,0.33570611347917395,10.0,0.23570611347917395,0.605,0.39,0.185
hard_0057,hard,standard,central,0.45,0.30777792576748925,10.0,0.20777792576748924,0.495,0.425,0.15
hard_0058,hard,standard,search,0.7,0.4936545862787011,13.4,0.3596545862787011,0.555,0.455,0.215
hard_0059,hard,standard,central,0.5,0.33719560869875365,10.0,0.23719560869875364,0.55,0.39,0.21
hard_0060,hard,standard,search,0.65,0.4371922232287141,14.625,0.2909422232287141,0.43,0.46,0.175
hard_0061,hard,standard,central,0.475,0.33922525265343445,10.0,0.23922525265343444,0.42,0.475,0.195
hard_0062,hard,standard,search,0.675,0.4462328685667941,13.9,0.3072328685667941,0.55,0.475,0.195
hard_0063,hard,ai,central,0.45,0.30214691295499585,10.0,0.20214691295499584,0.5,0.5,0.165
hard_0064,hard,ai,search,0.675,0.47153913663799923,13.725,0.3342891366379992,0.6,0.52,0.245
hard_0065,hard,ai,search,0.6,0.38291391138369124,15.725,0.22566391138369124,0.495,0.495,0.175
hard_0066,hard,ai,central,0.575,0.37934947116643086,10.0,0.27934947116643083,0.43,0.59,0.19
hard_0067,hard,standard,central,0.45,0.2881528185962518,10.0,0.1881528185962518,0.42,0.46,0.15
hard_0068,hard,ai,central,0.55,0.3921874242424591,10.0,0.29218742424245914,0.58,0.545,0.255
hard_0069,hard,standard,search,0.675,0.43472773328737013,14.0,0.2947277332873701,0.53,0.475,0.205
hard_0070,hard,ai,search,0.675,0.4495199553590578,13.825,0.3112699553590578,0.48,0.495,0.21
hard_0071,hard,standard,search,0.65,0.4593029447004282,14.125,0.3180529447004282,0.505,0.5,0.22
hard_0072,hard,ai,search,0.625,0.4176204741982352,14.4,0.2736204741982352,0.445,0.625,0.245
hard_0073,hard,standard,search,0.65,0.4423592597812636,15.3,0.28935925978126364,0.48,0.47,0.195
hard_0074,hard,standard,search,0.65,0.43146119658557547,14.85,0.2829611965855755,0.57,0.4,0.2
hard_0075,hard,ai,central,0.575,0.39123505839348816,10.0,0.2912350583934882,0.545,0.48,0.19
hard_0076,hard,standard,search,0.675,0.4681381928616898,14.125,0.3268881928616898,0.565,0.455,0.24
hard_0077,hard,standard,search,0.625,0.39340292616043887,16.725,0.22615292616043886,0.485,0.47,0.165
hard_0078,hard,standard,search,0.625,0.4109814487295028,14.75,0.26348144872950285,0.515,0.415,0.19
hard_0079,hard,standard,search,0.625,0.43696264741020086,15.8,0.2789626474102008,0.505,0.435,0.175
hard_0080,hard,ai,central,0.55,0.36650097951635996,10.0,0.26650097951636,0.485,0.46,0.195
hard_0081,hard,standard,central,0.55,0.3667226754123337,10.0,0.26672267541233374,0.485,0.45,0.2
hard_0082,hard,ai,search,0.675,0.488652249049215,13.525,0.353402249049215,0.58,0.56,0.28
hard_0083,hard,ai,search,0.625,0.41964281059538944,15.25,0.26714281059538947,0.58,0.37,0.165
hard_0084,hard,standard,central,0.525,0.3609442305425513,10.0,0.26094423054255134,0.42,0.5,0.185
hard_0085,hard,standard,search,0.575,0.3948529083596724,17.2,0.22285290835967242,0.455,0.395,0.13
hard_0086,hard,standard,search,0.75,0.49780894503849743,11.3,0.38480894503849744,0.56,0.535,0.25
hard_0087,hard,standard,central,0.5,0.34718348597166976,10.0,0.24718348597166975,0.54,0.42,0.2
hard_0088,hard,standard,central,0.425,0.29776122282453144,10.0,0.19776122282453143,0.505,0.435,0.17
hard_0089,hard,ai,central,0.475,0.31428168118344496,10.0,0.21428168118344496,0.56,0.495,0.185
hard_0090,hard,standard,search,0.65,0.448484697864805,14.175,0.306734697864805,0.625,0.4,0.205
hard_0091,hard,standard,search,0.6,0.42606581028378326,17.075,0.25531581028378325,0.48,0.43,0.14
hard_0092,hard,standard,search,0.7,0.47776548526587775,13.325,0.3445154852658777,0.48,0.455,0.215
hard_0093,hard,ai,search,0.625,0.4441702107961537,14.85,0.29567021079615374,0.615,0.435,0.19
hard_0094,hard,ai,search,0.7,0.45807448397919553,13.625,0.3218244839791955,0.565,0.465,0.23
hard_0095,hard,ai,central,0.525,0.37916494789272337,10.0,0.2791649478927234,0.545,0.53,0.22
hard_0096,hard,ai,search,0.75,0.5311202905810328,12.0,0.41112029058103283,0.62,0.525,0.27
hard_0097,hard,standard,search,0.675,0.4692602215900119,13.9,0.3302602215900119,0.52,0.405,0.195
hard_0098,hard,ai,search,0.65,0.44238323086774833,13.725,0.30513323086774835,0.565,0.48,0.225
hard_0099,hard,ai,search,0.675,0.4547566910111511,14.05,0.3142566910111511,0.545,0.46,0.19
hard_0100,hard,ai,central,0.575,0.39524777821111134,10.0,0.29524777821111137,0.605,0.45,0.215
hard_0101,hard,standard,central,0.525,0.34076181556926455,10.0,0.24076181556926454,0.525,0.48,0.215
hard_0102,hard,ai,search,0.8,0.5233306524586416,11.875,0.4045806524586416,0.525,0.53,0.225
hard_0103,hard,ai,search,0.65,0.45724254375550544,14.875,0.30849254375550544,0.555,0.49,0.22
hard_0104,hard,standard,central,0.45,0.2875294619026835,10.0,0.18752946190268352,0.525,0.385,0.16
hard_0105,hard,ai,search,0.65,0.43741824475288327,15.5,0.28241824475288324,0.515,0.5,0.23
hard_0106,hard,ai,central,0.6,0.3894760315272926,10.0,0.2894760315272926,0.5,0.465,0.2
hard_0107,hard,standard,search,0.7,0.46891139801823317,12.9,0.33991139801823317,0.6,0.46,0.225
hard_0108,hard,standard,central,0.55,0.36732709562561683,10.0,0.26732709562561685,0.53,0.51,0.215
hard_0109,hard,ai,central,0.675,0.4540016530815379,10.0,0.35400165308153786,0.595,0.505,0.25
hard_0110,hard,standard,central,0.45,0.3060971943738281,10.0,0.2060971943738281,0.425,0.5,0.17
hard_0111,hard,standard,search,0.65,0.43939911315328917,14.9,0.29039911315328915,0.52,0.49,0.2
hard_0112,hard,standard,central,0.525,0.36581990099938666,10.0,0.2658199009993867,0.515,0.44,0.18
hard_0113,hard,standard,search,0.575,0.3954815714787118,17.425,0.2212315714787118,0.385,0.515,0.13
hard_0114,hard,standard,central,0.55,0.36496094523705847,10.0,0.2649609452370585,0.53,0.425,0.195
hard_0115,hard,standard,central,0.55,0.3537618055572802,10.0,0.25376180555728023,0.505,0.45,0.215
hard_0116,hard,ai,central,0.525,0.3813640800366945,10.0,0.28136408003669444,0.505,0.535,0.2
hard_0117,hard,ai,central,0.675,0.4425646173743091,10.0,0.3425646173743091,0.51,0.555,0.255
hard_0118,hard,ai,central,0.7,0.4780120746919905,10.0,0.3780120746919905,0.515,0.61,0.25
hard_0119,hard,ai,search,0.675,0.4395831581825413,14.55,0.29408315818254127,0.58,0.47,0.24
hard_0120,hard,standard,search,0.725,0.49812698113385795,12.5,0.37312698113385795,0.5,0.55,0.25
hard_0121,hard,standard,search,0.575,0.39701601448984747,16.5,0.23201601448984746,0.47,0.445,0.155
hard_0122,hard,standard,search,0.7,0.45874184717174415,13.825,0.32049184717174417,0.505,0.405,0.17
hard_0123,hard,ai,central,0.575,0.38816576849388723,10.0,0.2881657684938872,0.54,0.54,0.23
hard_0124,hard,standard,central,0.5,0.36034342258161417,10.0,0.26034342258161414,0.465,0.47,0.19
hard_0125,hard,standard,search,0.7,0.4922316918173772,13.975,0.3524816918173772,0.535,0.405,0.2
hard_0126,hard,standard,central,0.55,0.37646350319202904,10.0,0.27646350319202906,0.46,0.445,0.195
hard_0127,hard,standard,search,0.625,0.4108184539953091,14.925,0.26156845399530904,0.49,0.49,0.175
hard_0128,hard,ai,search,0.7,0.4795366266354163,13.425,0.3452866266354163,0.51,0.515,0.24
hard_0129,hard,standard,central,0.45,0.2855568024461337,10.0,0.18555680244613368,0.49,0.395,0.16
hard_0130,hard,ai,search,0.625,0.4141511985602725,15.325,0.2609011985602725,0.485,0.565,0.215
hard_0131,hard,standard,central,0.475,0.3323567772068222,10.0,0.2323567772068222,0.46,0.42,0.17
hard_0132,hard,standard,search,0.7,0.47983081879341727,13.0,0.34983081879341726,0.53,0.48,0.25
hard_0133,hard,ai,search,0.675,0.4576321328504814,14.1,0.3166321328504814,0.51,0.48,0.19
hard_0134,hard,ai,central,0.625,0.43399522749287733,10.0,0.33399522749287736,0.49,0.635,0.25
hard_0135,hard,standard,central,0.6,0.4275867847323302,10.0,0.32758678473233016,0.55,0.43,0.23
hard_0136,hard,ai,central,0.5,0.33265443444637505,10.0,0.23265443444637504,0.6,0.485,0.21
hard_0137,hard,standard,search,0.675,0.4390105810453723,14.4,0.29501058104537226,0.565,0.4,0.19
hard_0138,hard,standard,search,0.675,0.45895494702597395,13.85,0.32045494702597394,0.48,0.45,0.22
hard_0139,hard,ai,central,0.475,0.33135188573553076,10.0,0.23135188573553075,0.53,0.475,0.205
hard_0140,hard,ai,central,0.575,0.3647405128866691,10.0,0.2647405128866691,0.53,0.45,0.2
hard_0141,hard,ai,search,0.625,0.433513955298159,15.425,0.279263955298159,0.465,0.575,0.215
hard_0142,hard,standard,search,0.6,0.4185455974038286,17.25,0.24604559740382856,0.45,0.36,0.135
hard_0143,hard,ai,central,0.6,0.4085776772367732,10.0,0.3085776772367732,0.5,0.55,0.24
hard_0144,hard,ai,search,0.7,0.4831791993815696,13.225,0.35092919938156963,0.585,0.395,0.185
hard_0145,hard,ai,central,0.55,0.36671211194198194,10.0,0.26671211194198197,0.475,0.54,0.185
hard_0146,hard,standard,search,0.75,0.5165139508242065,11.875,0.39776395082420646,0.535,0.42,0.215
hard_0147,hard,ai,search,0.575,0.38273152100312874,17.2,0.21073152100312875,0.43,0.5,0.165
hard_0148,hard,standard,central,0.45,0.2859517228599457,10.0,0.18595172285994568,0.555,0.315,0.155
hard_0149,hard,ai,search,0.675,0.44382153440626093,14.125,0.30257153440626094,0.49,0.57,0.2
hard_0150,hard,ai,search,0.65,0.44740927298425737,14.15,0.30590927298425735,0.58,0.52,0.255
hard_0151,hard,ai,central,0.575,0.3984420410964987,10.0,0.29844204109649874,0.5,0.455,0.2
hard_0152,hard,ai,search,0.7,0.48963453178154115,12.6,0.36363453178154115,0.545,0.57,0.285
hard_0153,hard,standard,central,0.425,0.2875769484441911,10.0,0.18757694844419112,0.42,0.505,0.16
hard_0154,hard,ai,search,0.675,0.4413685381848985,15.55,0.28586853818489855,0.52,0.4,0.16
hard_0155,hard,standard,central,0.5,0.3315388500669913,10.0,0.2315388500669913,0.545,0.42,0.19
hard_0156,hard,standard,central,0.475,0.31359381378754714,10.0,0.21359381378754713,0.46,0.51,0.19
hard_0157,hard,ai,search,0.65,0.43283071591353817,14.35,0.2893307159135382,0.52,0.52,0.235
hard_0158,hard,ai,central,0.575,0.3822646897653935,10.0,0.28226468976539354,0.495,0.555,0.24
hard_0159,hard,ai,search,0.725,0.4854474797151688,13.625,0.3491974797151688,0.555,0.385,0.17
hard_0160,hard,ai,search,0.625,0.4198113322071295,15.775,0.2620613322071295,0.525,0.505,0.21
hard_0161,hard,ai,central,0.625,0.38862240557626626,10.0,0.2886224055762663,0.55,0.53,0.23
hard_0162,hard,ai,central,0.55,0.36039282183573973,10.0,0.26039282183573975,0.52,0.535,0.235
hard_0163,hard,standard,search,0.625,0.4212734669564899,15.35,0.26777346695648985,0.49,0.4,0.16
hard_0164,hard,ai,central,0.525,0.3327079510123755,10.0,0.23270795101237549,0.555,0.505,0.22
hard_0165,hard,ai,search,0.6,0.39758525408764256,15.05,0.24708525408764254,0.495,0.47,0.17
hard_0166,hard,standard,central,0.475,0.3331710136481182,10.0,0.23317101364811818,0.5,0.415,0.175
hard_0167,hard,ai,central,0.65,0.43582786434470144,10.0,0.33582786434470147,0.565,0.555,0.285
hard_0168,hard,standard,search,0.675,0.45922188819718246,14.025,0.3189718881971825,0.575,0.38,0.185
hard_0169,hard,ai,search,0.675,0.4551973517571012,13.575,0.31944735175710115,0.61,0.445,0.22
hard_0170,hard,standard,search,0.675,0.4508307812434805,14.2,0.3088307812434805,0.5,0.525,0.215
hard_0171,hard,standard,search,0.625,0.42987407902846775,14.65,0.28337407902846773,0.58,0.44,0.215
hard_0172,hard,ai,search,0.625,0.4114057870450618,16.1,0.2504057870450618,0.535,0.5,0.2
hard_0173,hard,standard,central,0.475,0.3285273539566732,10.0,0.2285273539566732,0.48,0.465,0.165
hard_0174,hard,standard,central,0.475,0.32235196987582787,10.0,0.22235196987582787,0.46,0.475,0.165
hard_0175,hard,standard,central,0.525,0.3656412170533091,10.0,0.2656412170533091,0.495,0.5,0.18
hard_0176,hard,ai,central,0.525,0.3483106046911971,10.0,0.24831060469119712,0.475,0.55,0.185
hard_0177,hard,ai,search,0.75,0.494402918461242,12.925,0.365152918461242,0.605,0.52,0.25
hard_0178,hard,ai,central,0.6,0.395067741091503,10.0,0.295067741091503,0.52,0.535,0.235
hard_0179,hard,standard,search,0.625,0.4567081914035776,14.8,0.3087081914035776,0.635,0.41,0.215
hard_0180,hard,standard,central,0.475,0.31276552101586275,10.0,0.21276552101586274,0.475,0.415,0.165
hard_0181,hard,ai,search,0.75,0.5224582126886476,13.525,0.3872082126886476,0.465,0.595,0.235
hard_0182,hard,ai,central,0.475,0.3002194456836561,10.0,0.2002194456836561,0.51,0.535,0.185
hard_0183,hard,ai,search,0.575,0.4024943656904772,15.4,0.2484943656904772,0.51,0.53,0.215
hard_0184,hard,standard,search,0.725,0.503041094252371,14.375,0.35929109425237094,0.475,0.49,0.175
hard_0185,hard,standard,central,0.525,0.3662382148413511,10.0,0.26623821484135113,0.445,0.45,0.15
hard_0186,hard,ai,central,0.575,0.3983524825873323,10.0,0.29835248258733227,0.555,0.52,0.235
hard_0187,hard,ai,central,0.575,0.4001047301218704,10.0,0.30010473012187044,0.59,0.5,0.235
hard_0188,hard,standard,central,0.625,0.4057388287253792,10.0,0.30573882872537916,0.45,0.565,0.24
hard_0189,hard,standard,central,0.5,0.33401628333456496,10.0,0.23401628333456495,0.445,0.47,0.14
hard_0190,hard,ai,central,0.65,0.4418312891792082,10.0,0.34183128917920824,0.635,0.52,0.285
hard_0191,hard,standard,search,0.75,0.517066208753556,12.6,0.391066208753556,0.565,0.47,0.215
hard_0192,hard,standard,central,0.45,0.28121504842076483,10.0,0.18121504842076483,0.475,0.38,0.145
hard_0193,hard,ai,search,0.675,0.45764260427535985,14.375,0.3138926042753598,0.49,0.545,0.2
hard_0194,hard,standard,search,0.7,0.47315215675037353,14.025,0.3329021567503735,0.53,0.48,0.245
hard_0195,hard,ai,central,0.65,0.42044394117084655,10.0,0.3204439411708465,0.54,0.54,0.265
hard_0196,hard,ai,search,0.7,0.48465809748838395,14.25,0.34215809748838394,0.47,0.565,0.22
hard_0197,hard,ai,search,0.775,0.5327873471078923,11.525,0.4175373471078923,0.63,0.495,0.235
hard_0198,hard,standard,search,0.6,0.4050831259310782,15.625,0.2488331259310782,0.53,0.385,0.18
hard_0199,hard,ai,central,0.525,0.3629493176892083,10.0,0.26294931768920826,0.55,0.525,0.23
